Name,Latitude,Longitude,Email,Address,Type
Tabasco,52.4991934,13.3488574,N/A,"Fuggerstraße 3, 10777 Berlin, Germany",night_club
Heile Welt,52.4987552,13.3518554,N/A,"Motzstraße 5, 10777 Berlin, Germany",cafe
E. & M. Leydicke,52.49260820000001,13.3666136,N/A,"Mansteinstraße 4, 10783 Berlin, Germany",bar
Jansen Bar - Cocktail Bar,52.48299629999999,13.3605531,N/A,"Gotenstraße 71, 10829 Berlin, Germany",bar
Maigold,52.48814889999999,13.3525612,N/A,"Merseburger Str. 7, 10823 Berlin, Germany",bar
The Unique Bar Berlin,52.505515,13.354985,N/A,"Sheraton Berlin Grand Hotel Esplanade, Lützowufer 15, 10785 Berlin, Germany",bar
Suksan,52.50433990000001,13.3424447,N/A,"Ansbacher Str. 4, 10787 Berlin, Germany",bar
Kumpelnest 3000,52.5030774,13.3663564,N/A,"Lützowstraße 23, 10785 Berlin, Germany",bar
Scheune,52.49772180000001,13.3484757,N/A,"Motzstraße 25, 10777 Berlin, Germany",night_club
Tom's Bar,52.49804349999999,13.3493818,N/A,"Motzstraße 19, 10777 Berlin, Germany",night_club
Beetroot - Café Bar,52.4904728,13.3552667,N/A,"Gleditschstraße 71, 10781 Berlin, Germany",bar
Pathamayana Tantra Lounge,52.4850813,13.346349,N/A,"Belziger Str. 70, 10823 Berlin, Germany",bar
The little Philharmony,52.4996685,13.3301547,N/A,"Schaperstraße 14, 10719 Berlin, Germany",bar
Ristorante Café Aroma,52.4900879,13.3693657,N/A,"Hochkirchstraße 8, 10829 Berlin, Germany",bar
Prinzknecht ( MEN´S BAR ),52.4990392,13.3429133,N/A,"Fuggerstraße 33, 10777 Berlin, Germany",bar
Amadeus,52.4896579,13.359977,N/A,"Hauptstraße 158, 10827 Berlin, Germany",travel_agency
Mein Freund Harvey,52.4919829,13.3646223,N/A,"Kulmer Str. 20A, 10783 Berlin, Germany",bar
Ferdinand Freiherr von Seebach,52.4881733,13.3649496,N/A,"Hohenfriedbergstraße 27, 10829 Berlin, Germany",bar
Berlinchen,52.5037932,13.3445357,N/A,"Bayreuther Str. 44, 10787 Berlin, Germany",bar
Barcode Lounge,52.4997474,13.3490883,N/A,"Eisenacher Str. 3, 10777 Berlin, Germany",bar
Caffè-Bistro-Sport-Italia,52.50059079999999,13.341158,N/A,"Ansbacher Str. 32, 10789 Berlin, Germany",bar
Sardinen Bar,52.48976630000001,13.3538896,N/A,"Grunewaldstraße 79, 10823 Berlin, Germany",restaurant
Lochner Weinwirtschaft,52.49025650000001,13.3493311,N/A,"Eisenacher Str. 86, 10781 Berlin, Germany",liquor_store
Mattea - Brunch Café & Aperitivo Bar,52.49327109999999,13.351966,N/A,"Frankenstraße 13, 10781 Berlin, Germany",bar
Hannibal,52.4845518,13.3523897,N/A,"Hauptstraße 36, 10827 Berlin, Germany",restaurant
Mutter,52.4950121,13.3525563,N/A,"Hohenstaufenstraße 4, 10781 Berlin, Germany",bar
La Cantine d'Augusta Käse Restaurant und Wein Bar,52.4891205,13.3621136,N/A,"Langenscheidtstraße 6A, 10827 Berlin, Germany",bar
Sabine Westphal Cafe Nostalgie,52.4882363,13.3619443,N/A,"Crellestraße 22, 10827 Berlin, Germany",bar
AJPNIA e.V.,52.4868287,13.3430211,N/A,"Wartburgstr. 18, 10825 Berlin, Germany",bar
Barkett,52.4880757,13.3640433,N/A,"Czeminskistraße 10, 10829 Berlin, Germany",bar
Gitan Wein und Feinkost,52.49697020000001,13.3524147,N/A,"Winterfeldtstraße 52, 10781 Berlin, Germany",liquor_store
Voima Cocktailbar,52.4966665,13.3577773,N/A,"Winterfeldtstraße 22, 10781 Berlin, Germany",bar
Laax,52.48304879999999,13.3440321,N/A,"Fritz-Elsas-Straße 30, 10825 Berlin, Germany",park
What's Up Café Bar,52.4812441,13.3488614,N/A,"Dominicusstraße 36, 10827 Berlin, Germany",bar
Berliner Kochwerkstatt,52.4844,13.3638,N/A,"Naumannstraße 15, 10829 Berlin, Germany",restaurant
Hafen,52.49801309999999,13.3492939,N/A,"Motzstraße 19, 10777 Berlin, Germany",bar
Bar Voyage,52.498054,13.3562195,N/A,"Nollendorfstraße 1, 10783 Berlin, Germany",bar
Hans Rheinhessische Weinstube,52.49891499999999,13.3509562,N/A,"Motzstraße 10, 10777 Berlin, Germany",restaurant
Tresen Treff,52.4880276,13.3368132,N/A,"Berliner Straße 167, 10715 Berlin, Germany",bar
Bülow Kneipe,52.4977222,13.3612378,N/A,"Bülowstraße 24, 10783 Berlin, Germany",bar
"Geoline Store - georgische Weine, Feinkost & mehr",52.4796529,13.3500397,N/A,"Gustav-Freytag-Straße 5, 10827 Berlin, Germany",liquor_store
Hardy's Pub,52.4992171,13.356773,N/A,"Bülowstraße 101, 10783 Berlin, Germany",bar
East61 Indoor Beachvolleyball,52.4818448,13.3640401,N/A,"Wilhelm-Kabus-Straße 42, 10829 Berlin, Germany",restaurant
Dan Bar-On - International Dialogue Center e.V.,52.4790409,13.348904,N/A,"Ebersstraße 64, 10827 Berlin, Germany",bar
Sally Bowles,52.49988339999999,13.3493747,N/A,"Eisenacher Str. 2, 10777 Berlin, Germany",bar
Kneipe - Das Versteck,52.4942286,13.3363891,N/A,"Motzstraße 76, 10779 Berlin, Germany",restaurant
BULL Berlin,52.5001961,13.3492416,N/A,"Kleiststraße 35, 10787 Berlin, Germany",bar
CAFE BAR DOWNTOWN,52.5023729,13.3517359,N/A,"Kurfürstenstraße 127, 10785 Berlin, Germany",bar
K6,52.5005657,13.3503091,N/A,"Kleiststraße 6, 10787 Berlin, Germany",bar
NAUMANNKÜCHE,52.4814336,13.3655482,N/A,"vor der Bright site in der Sonne, Wilhelm-Kabus-Straße 36/Haus 10, 10829 Berlin, Germany",restaurant
Cafe Flair,52.4953424,13.3348513,N/A,"Nachodstraße 5, 10779 Berlin, Germany",bar
Amadeus Bierbar,52.4941671,13.3304872,N/A,"Bundesallee 19, 10717 Berlin, Germany",bar
Hotel Palace Berlin,52.50494609999999,13.3389074,N/A,"Budapester Str. 45, 10787 Berlin, Germany",spa
Park Plaza Berlin Kudamm,52.5014182,13.3312949,N/A,"Joachimsthaler Str. 28-29, 10719 Berlin, Germany",bar
Lulu Guldsmeden Hotel,52.5034079,13.3663092,N/A,"Potsdamer Str. 67, 10785 Berlin, Germany",bar
Gas holder,52.4815268,13.3572796,N/A,"EUREF-Campus 17, EUREF-Campus 15B, 10829 Berlin, Germany",tourist_attraction
Taverna Ousia,52.48817209999999,13.33794,N/A,"Grunewaldstraße 54, 10825 Berlin, Germany",restaurant
Café BilderBuch,52.4866951,13.3551294,N/A,"Akazienstraße 28, 10823 Berlin, Germany",cafe
Il Sorriso,52.5038333,13.3477162,N/A,"Kurfürstenstraße 76, 10787 Berlin, Germany",restaurant
AMRIT Restaurant Schoneberg,52.4972412,13.3549353,N/A,"Winterfeldtstraße 40, 10781 Berlin, Germany",restaurant
Lon Men,52.4885811,13.3366737,N/A,"Bamberger Str. 30, 10779 Berlin, Germany",meal_delivery
La Cocotte,52.4891322,13.354309,N/A,"Vorbergstraße 10, 10823 Berlin, Germany",restaurant
Jet,52.4892,13.3744,N/A,"Kreuzbergstraße 41, 10965 Berlin, Germany",gas_station
Renger-Patzsch,52.4874305,13.3519516,N/A,"Wartburgstr. 54, 10823 Berlin, Germany",restaurant
Restaurant Bieberbau,52.4795489,13.3337296,N/A,"Durlacher Str. 15, 10715 Berlin, Germany",restaurant
Hasir Restaurant,52.50062519999999,13.3369987,N/A,"Nürnberger Str. 46, 10789 Berlin, Germany",restaurant
Restaurant R 23,52.50136699999999,13.3328372,N/A,"Rankestraße 23, 10789 Berlin, Germany",restaurant
La Sepia,52.50332539999999,13.3369481,N/A,"Marburger Str. 2, 10789 Berlin, Germany",restaurant
Shell,52.4962585,13.3465922,N/A,"Shell Tankstelle, Martin-Luther-Str. 29, 10777 Berlin, Germany",gas_station
Bejte-Ethiopia,52.4993923,13.3570205,N/A,"Zietenstraße 8, 10783 Berlin, Germany",restaurant
Joseph-Roth-Diele,52.5025657,13.3656326,N/A,"Potsdamer Str. 75, 10785 Berlin, Germany",cafe
Witty's - Die Bio-Currywurst,52.5022799,13.3425455,N/A,"Wittenbergpl. 5, 10789 Berlin, Germany",meal_takeaway
Burger King,52.500514,13.3631341,N/A,"Potsdamer Str. 114, 10785 Berlin, Germany",restaurant
Sushi T. Phu,52.48795199999999,13.3339139,N/A,"Berliner Straße 5, 10715 Berlin, Germany",meal_delivery
Berkis,52.496872,13.3535709,N/A,"Winterfeldtstraße 45, 10781 Berlin, Germany",restaurant
Restaurant HODORI,52.4937286,13.3665339,N/A,"Goebenstraße 16, 10783 Berlin, Germany",restaurant
Munch's Hus,52.4964802,13.3670014,N/A,"Bülowstraße 66, 10783 Berlin, Germany",restaurant
Tafelrunde,52.49495599999999,13.3341965,N/A,"Nachodstraße 21, 10779 Berlin, Germany",restaurant
Aki Tatsu Sushi & more,52.4972218,13.3549698,N/A,"Winterfeldtstraße 40, 10781 Berlin, Germany",restaurant
Dolce Pizza,52.48469170000001,13.3459988,N/A,"Belziger Str. 73, 10823 Berlin, Germany",restaurant
Lieu in Berlin - Vietnam Restaurant,52.503683,13.3466578,N/A,"Kurfürstenstraße 112, 10787 Berlin, Germany",restaurant
Habibi,52.48818470000001,13.3543614,N/A,"Akazienstraße 9, 10823 Berlin, Germany",restaurant
Ishin Bundesallee,52.4940529,13.3313956,N/A,"Bundesallee 203, 10717 Berlin, Germany",restaurant
Trattoria a muntagnola,52.4987769,13.3440829,N/A,"Fuggerstraße 27, 10777 Berlin, Germany",restaurant
Bleibergs,52.50027929999999,13.3366652,N/A,"Nürnberger Str. 45a, 10789 Berlin, Germany",cafe
Saigon Com Nieu,52.4985449,13.3572662,N/A,"Bülowstraße 9, 10783 Berlin, Germany",restaurant
Sakura Restaurant,52.5024639,13.3511129,N/A,"Kurfürstenstraße 126, 10785 Berlin, Germany",restaurant
Indisches restaurant Maharadscha,52.4987362,13.3450563,N/A,"Fuggerstraße 21, 10777 Berlin, Germany",restaurant
Suksan,52.50433990000001,13.3424447,N/A,"Ansbacher Str. 4, 10787 Berlin, Germany",restaurant
+39 Piùtrentanove,52.48976889999999,13.3795184,N/A,"Möckernstrasse 73A, 10965 Berlin, Germany",restaurant
Hisar fresh food,52.49294279999999,13.3687721,N/A,"Yorckstraße 49, 10965 Berlin, Germany",meal_takeaway
Elefant,52.4990554,13.3453729,N/A,"Fuggerstraße 18, 10777 Berlin, Germany",restaurant
Trattoria Belmonte,52.4928995,13.3474945,N/A,"Schwäbische Str. 5, 10781 Berlin, Germany",restaurant
I due Emigranti,52.4865408,13.3515575,N/A,"Belziger Str. 38, 10823 Berlin, Germany",restaurant
Taverna Hellas,52.4913403,13.3261534,N/A,"Güntzelstraße 19, 10717 Berlin, Germany",restaurant
Restaurant DIE QUADRIGA,52.5006447,13.3336795,N/A,"Eislebener Str. 14, 10789 Berlin, Germany",restaurant
Dalmacija Grill,52.503493,13.365702,N/A,"Potsdamer Str. 84, 10785 Berlin, Germany",restaurant
Shayan,52.4944269,13.3540837,N/A,"Goltzstraße 23, 10781 Berlin, Germany",restaurant
Ponte - Ristorante Italiano,52.49599359999999,13.3388145,N/A,"Regensburger Str. 5, 10777 Berlin, Germany",restaurant
Mangia E Bevi,52.4874303,13.3493078,N/A,"Wartburgstr. 8, 10823 Berlin, Germany",restaurant
Sabor Latino,52.48600560000001,13.3298521,N/A,"Badensche Str. 35, 10715 Berlin, Germany",restaurant
Winterfeld,52.49685509999999,13.3513253,N/A,"Winterfeldtstraße 58, 10781 Berlin, Germany",restaurant
Ristorante Café Aroma,52.4900879,13.3693657,N/A,"Hochkirchstraße 8, 10829 Berlin, Germany",meal_takeaway
Claudios Ars Vivendi,52.49082999999999,13.32515,N/A,"Holsteinische Str. 18, 10717 Berlin, Germany",restaurant
Limayra,52.4976729,13.3546251,N/A,"Maaßenstraße 11, 10777 Berlin, Germany",restaurant
Donath & Roch,52.4962598,13.342986,N/A,"Motzstraße 54, 10777 Berlin, Germany",restaurant
Pinelli,52.4792115,13.34996,N/A,"Ebersstraße 67, 10827 Berlin, Germany",restaurant
Amadeus,52.4896579,13.359977,N/A,"Hauptstraße 158, 10827 Berlin, Germany",travel_agency
Café Kalwil Berlin,52.4978028,13.3476972,N/A,"Motzstraße 30, 10777 Berlin, Germany",cafe
Belmundo - Café & Weinbar,52.4971782,13.3554223,N/A,"Winterfeldtstraße 36, 10781 Berlin, Germany",cafe
"Trattoria Pizzeria ""Punto e Virgola""",52.4947324,13.3382653,N/A,"Motzstraße 68, 10777 Berlin, Germany",restaurant
Phojito,52.4940922,13.3536268,N/A,"Goltzstraße 34, 10781 Berlin, Germany",restaurant
Avarus Berlin - Swingers Club,52.55099609999999,13.3540161,N/A,"Seestraße 50, 13347 Berlin, Germany",night_club
Eschenbräu,52.5434732,13.3594853,N/A,"Triftstraße 67, 13353 Berlin, Germany",bar
Zum Magendoktor,52.54408230000001,13.3693421,N/A,"Reinickendorfer Str. 111, 13347 Berlin, Germany",bar
Ariston Taverna Hellas Berlin,52.5582153,13.3657262,N/A,"Markstraße 20, 13409 Berlin, Germany",bar
Café Sterlitz,52.54901940000001,13.348447,N/A,"Seestraße 104, 13353 Berlin, Germany",bar
Gambrinus Eck,52.5519159,13.3618423,N/A,"Liebenwalder Str. 46, 13347 Berlin, Germany",bar
Fredericks - Café & Bar,52.55046669999999,13.349201,N/A,"Cornelius-Fredericks-Str. 10, 13351 Berlin, Germany",bar
Valle dei Templi,52.5476898,13.3510173,N/A,"Brüsseler Str. 10, 13353 Berlin, Germany",restaurant
One Africa Restaurant & Lounge,52.5558126,13.3430964,N/A,"Müllerstraße 62a, 13349 Berlin, Germany",bar
Shoo Bee Doo,52.5424466,13.3511097,N/A,"Wohnheim Augustenburger Platz, Luxemburger Str. 20c, 13353 Berlin, Germany",bar
JOKER,52.5409756,13.3515044,N/A,"Sprengelstraße 25B, 13353 Berlin, Germany",bar
Tipperary Berlin,52.5431452,13.3567396,N/A,"Triftstraße 58, 13353 Berlin, Germany",bar
Basalt,52.5506167,13.3608213,N/A,"Utrechter Str. 38, 13347 Berlin, Germany",bar
Freya Fuchs,52.5420287,13.3567716,N/A,"Tegeler Str. 34, 13353 Berlin, Germany",bar
BESTE Bar,52.5438758,13.360615,N/A,"Willdenowstraße 12A, 13353 Berlin, Germany",bar
Bar Solut,52.5503054,13.3636192,N/A,"Hochstädter Str. 11, 13347 Berlin, Germany",bar
Mon Rêve Café,52.5432529,13.3641547,N/A,"Müllerstraße 163B, 13353 Berlin, Germany",bar
MARS | Küche & Bar,52.54605,13.3663621,N/A,"Gerichtstraße 35, Seiteneingang, 13347 Berlin, Germany",restaurant
Albert's Restaurant,52.5640131,13.3287019,N/A,"Scharnweberstraße 16, 13405 Berlin, Germany",bar
Zaffke,52.5336094,13.3499596,N/A,"Rathenower Str. 44, 10559 Berlin, Germany",bar
Kallasch & - Moab Barprojekt,52.53293919999999,13.3365603,N/A,"Unionstraße 2, 10551 Berlin, Germany",bar
Heine Bar,52.532549,13.3429069,N/A,"Putlitzstraße 19, 10551 Berlin, Germany",bar
Café Dazwischen,52.5415766,13.3506585,N/A,"Torfstraße 16, 13353 Berlin, Germany",cafe
Zooma Lounge,52.5604834,13.3348145,N/A,"Müllerstraße 83, 13349 Berlin, Germany",bar
Café Bar Tirrée,52.5320233,13.3415634,N/A,"Birkenstraße 46, 10551 Berlin, Germany",restaurant
e-concierge Niederlassung,52.5321246,13.3446651,N/A,"Stephanstraße 41, 10559 Berlin, Germany",bar
Vagabund Brauerei,52.5479292,13.3493092,N/A,"Antwerpener Str. 3, 13353 Berlin, Germany",bar
AlbersWettboerse GmbH,52.54902790000001,13.3532782,N/A,"Brüsseler Str. 2, 13353 Berlin, Germany",bar
Klein Zaches,52.5471692,13.3513052,N/A,"Antwerpener Str. 43, 13353 Berlin, Germany",bar
Zum Schinken,52.5457729,13.3577797,N/A,"Luxemburger Str. 5, 13353 Berlin, Germany",bar
Winzling,52.55009,13.35534,N/A,"Amsterdamer Str. 5, 13347 Berlin, Germany",bar
Kunst- und Kulturverein Mastul e.V,52.55197929999999,13.3582565,N/A,"Liebenwalder Str. 33, 13347 Berlin, Germany",art_gallery
Alt-Wedding,52.5491006,13.3444717,N/A,"Kameruner Str. 19, 13351 Berlin, Germany",bar
Alte Liebe,52.55045579999999,13.3484812,N/A,"Cornelius-Fredericks-Str. 11, 13351 Berlin, Germany",bar
Buchte V. Crille,52.55043009999999,13.3485928,N/A,"Cornelius-Fredericks-Str. 11, 13351 Berlin, Germany",bar
Blase's Sportsbar,52.5536804,13.3445405,N/A,"Transvaalstraße 44, 13351 Berlin, Germany",bar
Zur Gemütlichen Ecke,52.5541327,13.3396668,N/A,"Otawistraße 21, 13351 Berlin, Germany",bar
Cocktailbar AlmiSu,52.55289189999999,13.3472377,N/A,"Müllerstraße 126, 13349 Berlin, Germany",bar
Sport Pub Two,52.55167840000001,13.3489005,N/A,"Kameruner Str. 99, 13351 Berlin, Germany",bar
Liquid Bar,52.5540505,13.3452139,N/A,"13351 Berlin, Germany",bar
Brüsseler Tor,52.54615889999999,13.348208,N/A,"Brüsseler Str. 21, 13353 Berlin, Germany",bar
Seetank,52.5490124,13.3500192,N/A,"Seestraße 37, 13353 Berlin, Germany",bar
UMI x Gendai No Kaishaku Restaurant,52.5536578,13.3467468,N/A,"Müllerstraße 55a, 13349 Berlin, Germany",bar
City-Bar Wedding,52.5525254,13.3489008,N/A,"Müllerstraße 49B, 13349 Berlin, Germany",bar
Café Limon,52.5548455,13.3438297,N/A,"Müllerstraße 116, 13349 Berlin, Germany",cafe
Chez Charly,52.5470885,13.3500858,N/A,"Brüsseler Str., 13353 Berlin, Germany",bar
The MOOS,52.55042760000001,13.3508843,N/A,"Seestraße 95, 13353 Berlin, Germany",bar
Granada Café-Bar-Lounge-Restaurant,52.5503508,13.3509334,N/A,"Seestraße 95, 13353 Berlin, Germany",bar
Schneeeule Salon für Berliner Bierkultur,52.5553102,13.3441805,N/A,"Ofener Str. 1, 13349 Berlin, Germany",bar
Krissi,52.5470053,13.3507092,N/A,"Antwerpener Str. 8, 13353 Berlin, Germany",bar
Kiki Partykneipe,52.55562829999999,13.342247,N/A,"Müllerstraße 113, 13349 Berlin, Germany",bar
Rici's Intershop,52.5554928,13.3436649,N/A,"Müllerstraße 61, 13349 Berlin, Germany",bar
LAVIDA BAR,52.55553679999999,13.3434722,N/A,"Müllerstraße 61A, 13349 Berlin, Germany",bar
Happy Sportsbar,52.5555742,13.3433605,N/A,"Müllerstraße 61A, 13349 Berlin, Germany",bar
Drehmoment,52.5554881,13.3446007,N/A,"Glasgower Str. 29, 13349 Berlin, Germany",bar
Kneipen Kult Berlin,52.555698,13.3442447,N/A,"Ofener Str. 14, 13349 Berlin, Germany",bar
Moje Bar,52.5482799,13.3520183,N/A,"Brüsseler Str. 6, 13353 Berlin, Germany",bar
Brüsseler Eck,52.54852529999999,13.3523866,N/A,"Brüsseler Str. 5, 13353 Berlin, Germany",bar
Hut Ab,52.5556266,13.3467247,N/A,"Barfusstraße 13, 13349 Berlin, Germany",bar
Kutscher-Kneipe,52.54836390000001,13.3527895,N/A,"Brüsseler Str. 50, 13353 Berlin, Germany",bar
Arema,52.5322706,13.3423016,N/A,"Birkenstraße 30, 10551 Berlin, Germany",cafe
JET Tankstelle,52.56120000000001,13.3242,N/A,"Kurt-Schumacher-Damm 36, 13405 Berlin, Germany",gas_station
Taverna Hellas Wedding,52.5497965,13.3579401,N/A,"Utrechter Str. 22, 13347 Berlin, Germany",restaurant
Naveena Path,52.541866,13.357426,N/A,"Tegeler Str. 22, 13353 Berlin, Germany",restaurant
Gaststätte Deichgraf,52.53981700000001,13.352171,N/A,"Nordufer 10, 13353 Berlin, Germany",restaurant
Eschenbräu,52.5434732,13.3594853,N/A,"Triftstraße 67, 13353 Berlin, Germany",bar
Löwenzahn Cash & Carry GmbH,52.5362466,13.3499751,N/A,"Ellen-Epstein-Straße 10/12, 10589 Berlin, Germany",grocery_or_supermarket
Lichtblick,52.5325523,13.341115,N/A,"Birkenstraße 33, 10551 Berlin, Germany",restaurant
Ariston Taverna Hellas Berlin,52.5582153,13.3657262,N/A,"Markstraße 20, 13409 Berlin, Germany",meal_takeaway
Catering-Bufett-Service-Berlin,52.56464769999999,13.3540175,N/A,"Schäferstübchen, Grindelwaldweg 2, 13407 Berlin, Germany",restaurant
McDonald´s,52.56054750000001,13.3636894,N/A,"Markstraße 16, 13409 Berlin, Germany",restaurant
Corallo,52.5475678,13.3540513,N/A,"Ostender Str. 5, 13353 Berlin, Germany",restaurant
Gambrinus Eck,52.5519159,13.3618423,N/A,"Liebenwalder Str. 46, 13347 Berlin, Germany",bar
Bantou Village,52.5517674,13.3484928,N/A,"Kameruner Str. 2, 13351 Berlin, Germany",restaurant
Restaurant L' Escargot,52.5465716,13.3496911,N/A,"Brüsseler Str. 39, 13353 Berlin, Germany",restaurant
Safran Berlin,52.54677019999999,13.349181,N/A,"Brüsseler Str. 17, 13353 Berlin, Germany",meal_takeaway
Imren Grill,52.5510847,13.3504389,N/A,"Müllerstraße 134, 13349 Berlin, Germany",restaurant
Sedir | Cafe & Restaurant,52.55486399999999,13.344626,N/A,"Müllerstraße 59B, 13349 Berlin, Germany",meal_delivery
Ristorante Pizzeria Sole mio,52.55553219999999,13.3418161,N/A,"Otawistraße 5, 13351 Berlin, Germany",restaurant
Valle dei Templi,52.5476898,13.3510173,N/A,"Brüsseler Str. 10, 13353 Berlin, Germany",restaurant
Salone Market,52.54893,13.3518,N/A,"Genter Str. 66, 13353 Berlin, Germany",restaurant
One Africa Restaurant & Lounge,52.5558126,13.3430964,N/A,"Müllerstraße 62a, 13349 Berlin, Germany",bar
Rebel Room,52.55094289999999,13.3521653,N/A,"Seestraße 93, 13347 Berlin, Germany",restaurant
Spice,52.54160249999999,13.3491253,N/A,"Föhrer Str. 11, 13353 Berlin, Germany",restaurant
geh Veg,52.54192819999999,13.3505411,N/A,"Triftstraße 37, 13353 Berlin, Germany",restaurant
Risa Chicken,52.54759079999999,13.3574824,N/A,"Müllerstraße 30, 13353 Berlin, Germany",restaurant
Thai Son Imbiss Berlin,52.5406607,13.350858,N/A,"Torfstraße 24, 13353 Berlin, Germany",meal_takeaway
Tipperary Berlin,52.5431452,13.3567396,N/A,"Triftstraße 58, 13353 Berlin, Germany",cafe
Nazar-Grill,52.5483388,13.3599877,N/A,"Nazarethkirchstraße 48, 13347 Berlin, Germany",meal_takeaway
Shikgoo,52.542699,13.356992,N/A,"Tegeler Str. 25, 13353 Berlin, Germany",restaurant
COZYMAZU,52.5418297,13.355968,N/A,"Sprengelstraße 39, 13353 Berlin, Germany",cafe
Alles Perfetto ... bei Petersen,52.54609139999999,13.3603121,N/A,"Müllerstraße 25, 13353 Berlin, Germany",restaurant
Lino's Barbecue,52.5493708,13.3616314,N/A,"Malplaquetstraße 43, 13347 Berlin, Germany",restaurant
Osteria da Pino,52.5441397,13.3602497,N/A,"Willdenowstraße 12, 13353 Berlin, Germany",restaurant
Strudelka,52.5425066,13.3591687,N/A,"Sparrstraße 18, 13353 Berlin, Germany",cafe
Hot Burger,52.5448185,13.3611307,N/A,"Triftstraße 1, 13353 Berlin, Germany",restaurant
Schäfer - Café Bar Restaurant,52.5525637,13.3621628,N/A,"Groninger Str. 22, 13347 Berlin, Germany",restaurant
Maide Manti - Halal Food Production,52.5485032,13.3628896,N/A,"Schulstraße 18, 13347 Berlin, Germany",restaurant
Sam Yuk Gu,52.5546939,13.3611505,N/A,"Seestraße 71, 13347 Berlin, Germany",restaurant
Stranero,52.5521869,13.363924,N/A,"Liebenwalder Str. 11, 13347 Berlin, Germany",restaurant
Fünf & Sechzig,52.5400406,13.3527717,N/A,"Torfstraße 9, 13353 Berlin, Germany",restaurant
Pizza Coach,52.5627042,13.3531056,N/A,"Aroser Allee 67, 13407 Berlin, Germany",meal_delivery
Mekan Grillhaus,52.543405,13.3640139,N/A,"Müllerstraße 163A, 13353 Berlin, Germany",restaurant
Mon Rêve Café,52.5432529,13.3641547,N/A,"Müllerstraße 163B, 13353 Berlin, Germany",bar
Kentucky Fried Chicken,52.56127069999999,13.3268429,N/A,"Kurt-Schumacher-Damm 25, 13405 Berlin, Germany",restaurant
Hak Bäckerei,52.55190890000001,13.3659773,N/A,"Hochstädter Str. 24, 13347 Berlin, Germany",bakery
Ernst Berlin Gastronomie GmbH,52.5482106,13.3663245,N/A,"Adolfstraße 19, 13347 Berlin, Germany",restaurant
MARS | Küche & Bar,52.54605,13.3663621,N/A,"Gerichtstraße 35, Seiteneingang, 13347 Berlin, Germany",restaurant
Café Schadé,52.5420881,13.3573846,N/A,"Tegeler Str. 23, 13353 Berlin, Germany",cafe
Falafel Dream 2010,52.543215,13.3653872,N/A,"Müllerstraße 14A, 13353 Berlin, Germany",restaurant
Halil’s Gemüse Kebap,52.56307779999999,13.3273133,N/A,"Kurt-Schumacher-Damm 1, 13405 Berlin, Germany",restaurant
Marktküche im Hamberger Großmarkt,52.5335936,13.3339537,N/A,"Erna-Samuel-Straße 13, 10551 Berlin, Germany",restaurant
Albert's Restaurant,52.5640131,13.3287019,N/A,"Scharnweberstraße 16, 13405 Berlin, Germany",bar
Ristorante-Pizzeria Gianni,52.5345412,13.353859,N/A,"Stephanstraße 67, 10559 Berlin, Germany",restaurant
Pamfilya Restaurant,52.546287,13.3584278,N/A,"Luxemburger Str. 1, 13353 Berlin, Germany",restaurant
ernst,52.5446886,13.3680205,N/A,"Gerichtstraße 54, 13347 Berlin, Germany",restaurant
Café Dazwischen,52.5415766,13.3506585,N/A,"Torfstraße 16, 13353 Berlin, Germany",cafe
Delphin Fisch & Steak,52.5322979,13.3437959,N/A,"Putlitzstraße 1, 10551 Berlin, Germany",restaurant
Crunch Kantine,52.53279060000001,13.333814,N/A,"Siemensstraße 16, 10551 Berlin, Germany",restaurant
Mr. HOANG,52.54505,13.36891,N/A,"Gerichtstraße 30, 13347 Berlin, Germany",restaurant
Easy Lodges Berlin,52.47999859999999,13.4178864,N/A,"Columbiadamm 160, 10965 Berlin, Germany",campground
Freiraum Hostel & Guesthouse,52.4982863,13.4288035,N/A,"Wiener Straße 14, 10999 Berlin, Germany",cafe
Ficken 3000,52.48860860000001,13.422583,N/A,"Urbanstraße 70, 10967 Berlin, Germany",night_club
B-Lage,52.4737063,13.4512729,N/A,"Mareschstraße 1, 12055 Berlin, Germany",bar
Frollein Langner,52.47393389999999,13.4252183,N/A,"Weisestraße 34, 12049 Berlin, Germany",cafe
Madonna Bar,52.4973019,13.4314465,N/A,"Wiener Straße 22, 10999 Berlin, Germany",bar
Astra Stube Neukölln,52.4844078,13.4328964,N/A,"Weichselstraße 63, 12043 Berlin, Germany",bar
Goldberg Bar Café Restaurant,52.4911197,13.4295366,N/A,"Reuterstraße 40, 12047 Berlin, Germany",restaurant
Froschkönig,52.4768757,13.4239211,N/A,"Weisestraße 17, 12049 Berlin, Germany",bar
The Black Lodge Berlin,52.4921349,13.4243918,N/A,"Sanderstraße 6, 12047 Berlin, Germany",bar
Das Gift,52.484075,13.4324361,N/A,"Donaustraße 119, 12043 Berlin, Germany",bar
Sux,52.4833253,13.4407113,N/A,"Weserstr. 55, 12045 Berlin, Germany",bar
Kindl Stuben,52.4824503,13.4379879,N/A,"Sonnenallee 92, 12045 Berlin, Germany",bar
Brauhaus Südstern,52.4883942,13.4104924,N/A,"Hasenheide 69, 10967 Berlin, Germany",restaurant
TiER,52.48478710000001,13.4376714,N/A,"Weserstr. 42, 12045 Berlin, Germany",bar
